"Collection Name","Title#1","Creator#1","CreatorLink#1","Creator#2","Date#1","Format#1","FormatLink#1","Format#2","FormatLink#2","Format#3","FormatLink#3","Description#1","Subject#1","SubjectLink#1","Subject#2","SubjectLink#2","Publisher#1","PublisherLink#1","Publisher#2","Contributor#1","ContributorLink#1","Type#1","Identifier#1","Identifier ARK#1","Source#1","SourceLink#1","Language#1","LanguageLink#1","Language#2","LanguageLink#2","RelationLink#1","Coverage#1","CoverageLink#1","Coverage#2","CoverageLink#2","Rights#1","RightsLink#1","ln_RECORDID","ln_RECORD_BATCHID","lnexp_MEDIAFILENAME","lnexp_PAGEURL"
"James F. Willard Collection","Man in a car, houses and the Flatirons summits visible in background","Unidentified photographer","","","","photographs","http://vocab.getty.edu/aat/300046300","black-and-white prints (photographs)","http://vocab.getty.edu/aat/300128349","","","","","","","","","","","","","image/jpeg","narv_willardJF_01_01_001_m.jpg","https://ark.colorado.edu/ark:/47540/2f131c99w93k","Boulder Area, COU:1730:04","","","","","","Catalog record for item series: https://archives.colorado.edu/repositories/2/archival_objects/100819","Boulder (Colo.)","http://id.loc.gov/authorities/names/n79091289","","","This Item is protected by copyright and/or related rights. However, for this Item, either (a) no rights-holder(s) have been identified or (b) one or more rights-holder(s) have been identified but none have been located. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.https://rightsstatements.org/page/InC-RUU/1.0/?language=en","","1","4882","narv_willardJF_01_01_001_m.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~14~14~1~156402"
"James F. Willard Collection","Street in Boulder, Colorado","Unidentified photographer","","","","photographs","http://vocab.getty.edu/aat/300046300","black-and-white prints (photographs)","http://vocab.getty.edu/aat/300128349","","","","","","","","","","","","","image/jpeg","narv_willardJF_01_01_002_m.jpg","https://ark.colorado.edu/ark:/47540/588j2z73z0kg","Boulder Area, COU:1730:04","","","","","","Catalog record for item series: https://archives.colorado.edu/repositories/2/archival_objects/100819","Boulder (Colo.)","http://id.loc.gov/authorities/names/n79091289","","","This Item is protected by copyright and/or related rights. However, for this Item, either (a) no rights-holder(s) have been identified or (b) one or more rights-holder(s) have been identified but none have been located. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.https://rightsstatements.org/page/InC-RUU/1.0/?language=en","","2","4882","narv_willardJF_01_01_002_m.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~14~14~2~156401"
"James F. Willard Collection","Man standing by horse or mule hitched to small cart","Unidentified photographer","","","","photographs","http://vocab.getty.edu/aat/300046300","black-and-white prints (photographs)","http://vocab.getty.edu/aat/300128349","","","","","","","","","","","","","image/jpeg","narv_willardJF_01_01_003_m.jpg","https://ark.colorado.edu/ark:/47540/941f1475d28b","Boulder Area, COU:1730:04","","","","","","Catalog record for item series: https://archives.colorado.edu/repositories/2/archival_objects/100819","","","","","This Item is protected by copyright and/or related rights. However, for this Item, either (a) no rights-holder(s) have been identified or (b) one or more rights-holder(s) have been identified but none have been located. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.https://rightsstatements.org/page/InC-RUU/1.0/?language=en","","3","4882","narv_willardJF_01_01_003_m.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~14~14~3~156400"
"James F. Willard Collection","Two men standing on manicured yard with foothills visible in background","Unidentified photographer","","","","photographs","http://vocab.getty.edu/aat/300046300","black-and-white prints (photographs)","http://vocab.getty.edu/aat/300128349","","","","","","","","","","","","","image/jpeg","narv_willardJF_01_01_004_m.jpg","https://ark.colorado.edu/ark:/47540/664m4b41t65t","Boulder Area, COU:1730:04","","","","","","Catalog record for item series: https://archives.colorado.edu/repositories/2/archival_objects/100819","","","","","This Item is protected by copyright and/or related rights. However, for this Item, either (a) no rights-holder(s) have been identified or (b) one or more rights-holder(s) have been identified but none have been located. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.https://rightsstatements.org/page/InC-RUU/1.0/?language=en","","4","4882","narv_willardJF_01_01_004_m.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~14~14~4~156399"
"James F. Willard Collection","Steam locomotive #3510","Unidentified photographer","","","","photographs","http://vocab.getty.edu/aat/300046300","black-and-white prints (photographs)","http://vocab.getty.edu/aat/300128349","","","","","","","","","","","","","image/jpeg","narv_willardJF_01_01_005_m.jpg","https://ark.colorado.edu/ark:/47540/43982426z9bj","Boulder Area, COU:1730:04","","","","","","Catalog record for item series: https://archives.colorado.edu/repositories/2/archival_objects/100819","","","","","This Item is protected by copyright and/or related rights. However, for this Item, either (a) no rights-holder(s) have been identified or (b) one or more rights-holder(s) have been identified but none have been located. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.https://rightsstatements.org/page/InC-RUU/1.0/?language=en","","5","4882","narv_willardJF_01_01_005_m.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~14~14~5~156398"
"James F. Willard Collection","Macky Auditorium","Unidentified photographer","","","","photographs","http://vocab.getty.edu/aat/300046300","black-and-white prints (photographs)","http://vocab.getty.edu/aat/300128349","","","","","","","","","","","","","image/jpeg","narv_willardJF_01_01_006_m.jpg","https://ark.colorado.edu/ark:/47540/3n9k3d6088v9","Boulder Area, COU:1730:04","","","","","","Catalog record for item series: https://archives.colorado.edu/repositories/2/archival_objects/100819","Boulder (Colo.)","http://id.loc.gov/authorities/names/n79091289","","","This Item is protected by copyright and/or related rights. However, for this Item, either (a) no rights-holder(s) have been identified or (b) one or more rights-holder(s) have been identified but none have been located. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.https://rightsstatements.org/page/InC-RUU/1.0/?language=en","","6","4882","narv_willardJF_01_01_006_m.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~14~14~6~156397"
"James F. Willard Collection","Woman standing in front of trees with rock-mounted plaque","Unidentified photographer","","","","photographs","http://vocab.getty.edu/aat/300046300","black-and-white prints (photographs)","http://vocab.getty.edu/aat/300128349","","","","","","","","","","","","","image/jpeg","narv_willardJF_01_01_007_m.jpg","https://ark.colorado.edu/ark:/47540/cw4k5410r365","Boulder Area, COU:1730:04","","","","","","Catalog record for item series: https://archives.colorado.edu/repositories/2/archival_objects/100819","","","","","This Item is protected by copyright and/or related rights. However, for this Item, either (a) no rights-holder(s) have been identified or (b) one or more rights-holder(s) have been identified but none have been located. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.https://rightsstatements.org/page/InC-RUU/1.0/?language=en","","7","4882","narv_willardJF_01_01_007_m.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~14~14~7~156396"
"James F. Willard Collection","Two men standing in front of the foothills near Boulder, Colorado","Unidentified photographer","","","","photographs","http://vocab.getty.edu/aat/300046300","black-and-white prints (photographs)","http://vocab.getty.edu/aat/300128349","","","","","","","","","","","","","image/jpeg","narv_willardJF_01_01_008_m.jpg","https://ark.colorado.edu/ark:/47540/cz9m4b0852sr","Boulder Area, COU:1730:04","","","","","","Catalog record for item series: https://archives.colorado.edu/repositories/2/archival_objects/100819","Boulder (Colo.)","http://id.loc.gov/authorities/names/n79091289","","","This Item is protected by copyright and/or related rights. However, for this Item, either (a) no rights-holder(s) have been identified or (b) one or more rights-holder(s) have been identified but none have been located. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.https://rightsstatements.org/page/InC-RUU/1.0/?language=en","","8","4882","narv_willardJF_01_01_008_m.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~14~14~8~156395"
"James F. Willard Collection","Man and woman standing on a porch","Unidentified photographer","","","","photographs","http://vocab.getty.edu/aat/300046300","black-and-white prints (photographs)","http://vocab.getty.edu/aat/300128349","","","","","","","","","","","","","image/jpeg","narv_willardJF_01_01_009_m.jpg","https://ark.colorado.edu/ark:/47540/2r2z1921h8vt","Boulder Area, COU:1730:04","","","","","","Catalog record for item series: https://archives.colorado.edu/repositories/2/archival_objects/100819","","","","","This Item is protected by copyright and/or related rights. However, for this Item, either (a) no rights-holder(s) have been identified or (b) one or more rights-holder(s) have been identified but none have been located. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.https://rightsstatements.org/page/InC-RUU/1.0/?language=en","","9","4882","narv_willardJF_01_01_009_m.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~14~14~9~156394"
"James F. Willard Collection","Four women on a porch","Unidentified photographer","","","","photographs","http://vocab.getty.edu/aat/300046300","black-and-white prints (photographs)","http://vocab.getty.edu/aat/300128349","","","","","","","","","","","","","image/jpeg","narv_willardJF_01_01_010_m.jpg","https://ark.colorado.edu/ark:/47540/4r7n1q3515rf","Boulder Area, COU:1730:04","","","","","","Catalog record for item series: https://archives.colorado.edu/repositories/2/archival_objects/100819","","","","","This Item is protected by copyright and/or related rights. However, for this Item, either (a) no rights-holder(s) have been identified or (b) one or more rights-holder(s) have been identified but none have been located. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.https://rightsstatements.org/page/InC-RUU/1.0/?language=en","","10","4882","narv_willardJF_01_01_010_m.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~14~14~10~156393"
"James F. Willard Collection","Man standing in front of a porch","Unidentified photographer","","","","photographs","http://vocab.getty.edu/aat/300046300","black-and-white prints (photographs)","http://vocab.getty.edu/aat/300128349","","","","","","","","","","","","","image/jpeg","narv_willardJF_01_01_011_m.jpg","https://ark.colorado.edu/ark:/47540/z76r7w63z5wv","Boulder Area, COU:1730:04","","","","","","Catalog record for item series: https://archives.colorado.edu/repositories/2/archival_objects/100819","","","","","This Item is protected by copyright and/or related rights. However, for this Item, either (a) no rights-holder(s) have been identified or (b) one or more rights-holder(s) have been identified but none have been located. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.https://rightsstatements.org/page/InC-RUU/1.0/?language=en","","11","4882","narv_willardJF_01_01_011_m.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~14~14~11~156392"
"James F. Willard Collection","Woman sitting on chair in front of a porch","Unidentified photographer","","","","photographs","http://vocab.getty.edu/aat/300046300","black-and-white prints (photographs)","http://vocab.getty.edu/aat/300128349","","","","","","","","","","","","","image/jpeg","narv_willardJF_01_01_012_m.jpg","https://ark.colorado.edu/ark:/47540/rv1r3h26s6sm","Boulder Area, COU:1730:04","","","","","","Catalog record for item series: https://archives.colorado.edu/repositories/2/archival_objects/100819","","","","","This Item is protected by copyright and/or related rights. However, for this Item, either (a) no rights-holder(s) have been identified or (b) one or more rights-holder(s) have been identified but none have been located. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.https://rightsstatements.org/page/InC-RUU/1.0/?language=en","","12","4882","narv_willardJF_01_01_012_m.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~14~14~12~156391"
"James F. Willard Collection","Two women in front of a building","Unidentified photographer","","","","photographs","http://vocab.getty.edu/aat/300046300","black-and-white prints (photographs)","http://vocab.getty.edu/aat/300128349","","","","","","","","","","","","","image/jpeg","narv_willardJF_01_01_013_m.jpg","https://ark.colorado.edu/ark:/47540/h01h9h2388jp","Boulder Area, COU:1730:04","","","","","","Catalog record for item series: https://archives.colorado.edu/repositories/2/archival_objects/100819","","","","","This Item is protected by copyright and/or related rights. However, for this Item, either (a) no rights-holder(s) have been identified or (b) one or more rights-holder(s) have been identified but none have been located. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.https://rightsstatements.org/page/InC-RUU/1.0/?language=en","","13","4882","narv_willardJF_01_01_013_m.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~14~14~13~156390"
"James F. Willard Collection","Three women standing on steps","Unidentified photographer","","","","photographs","http://vocab.getty.edu/aat/300046300","black-and-white prints (photographs)","http://vocab.getty.edu/aat/300128349","","","","","","","","","","","","","image/jpeg","narv_willardJF_01_01_014_m.jpg","https://ark.colorado.edu/ark:/47540/156x8r98w8gk","Boulder Area, COU:1730:04","","","","","","Catalog record for item series: https://archives.colorado.edu/repositories/2/archival_objects/100819","","","","","This Item is protected by copyright and/or related rights. However, for this Item, either (a) no rights-holder(s) have been identified or (b) one or more rights-holder(s) have been identified but none have been located. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.https://rightsstatements.org/page/InC-RUU/1.0/?language=en","","14","4882","narv_willardJF_01_01_014_m.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~14~14~14~156389"
"James F. Willard Collection","Six men and women","Unidentified photographer","","","","photographs","http://vocab.getty.edu/aat/300046300","black-and-white prints (photographs)","http://vocab.getty.edu/aat/300128349","","","","","","","","","","","","","image/jpeg","narv_willardJF_01_01_015_m.jpg","https://ark.colorado.edu/ark:/47540/ck116v73d49k","Boulder Area, COU:1730:04","","","","","","Catalog record for item series: https://archives.colorado.edu/repositories/2/archival_objects/100819","","","","","This Item is protected by copyright and/or related rights. However, for this Item, either (a) no rights-holder(s) have been identified or (b) one or more rights-holder(s) have been identified but none have been located. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.https://rightsstatements.org/page/InC-RUU/1.0/?language=en","","15","4882","narv_willardJF_01_01_015_m.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~14~14~15~156388"
"James F. Willard Collection","Man standing in front of a porch","Unidentified photographer","","","","photographs","http://vocab.getty.edu/aat/300046300","black-and-white prints (photographs)","http://vocab.getty.edu/aat/300128349","","","","","","","","","","","","","image/jpeg","narv_willardJF_01_01_016_m.jpg","https://ark.colorado.edu/ark:/47540/dz7z4843x0pw","Boulder Area, COU:1730:04","","","","","","Catalog record for item series: https://archives.colorado.edu/repositories/2/archival_objects/100819","","","","","This Item is protected by copyright and/or related rights. However, for this Item, either (a) no rights-holder(s) have been identified or (b) one or more rights-holder(s) have been identified but none have been located. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.https://rightsstatements.org/page/InC-RUU/1.0/?language=en","","16","4882","narv_willardJF_01_01_016_m.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~14~14~16~156387"
"James F. Willard Collection","Man and dog in front of a building","Unidentified photographer","","","","photographs","http://vocab.getty.edu/aat/300046300","black-and-white prints (photographs)","http://vocab.getty.edu/aat/300128349","","","","","","","","","","","","","image/jpeg","narv_willardJF_01_01_017_m.jpg","https://ark.colorado.edu/ark:/47540/2d4h1500c9bv","Boulder Area, COU:1730:04","","","","","","Catalog record for item series: https://archives.colorado.edu/repositories/2/archival_objects/100819","","","","","This Item is protected by copyright and/or related rights. However, for this Item, either (a) no rights-holder(s) have been identified or (b) one or more rights-holder(s) have been identified but none have been located. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.https://rightsstatements.org/page/InC-RUU/1.0/?language=en","","17","4882","narv_willardJF_01_01_017_m.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~14~14~17~156386"
"James F. Willard Collection","Three women in front of a building","Unidentified photographer","","","","photographs","http://vocab.getty.edu/aat/300046300","black-and-white prints (photographs)","http://vocab.getty.edu/aat/300128349","","","","","","","","","","","","","image/jpeg","narv_willardJF_01_01_018_m.jpg","https://ark.colorado.edu/ark:/47540/0x163988t4b9","Boulder Area, COU:1730:04","","","","","","Catalog record for item series: https://archives.colorado.edu/repositories/2/archival_objects/100819","","","","","This Item is protected by copyright and/or related rights. However, for this Item, either (a) no rights-holder(s) have been identified or (b) one or more rights-holder(s) have been identified but none have been located. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.https://rightsstatements.org/page/InC-RUU/1.0/?language=en","","18","4882","narv_willardJF_01_01_018_m.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~14~14~18~156385"
"James F. Willard Collection","Unidentified house","Unidentified photographer","","","","photographs","http://vocab.getty.edu/aat/300046300","black-and-white prints (photographs)","http://vocab.getty.edu/aat/300128349","","","","","","","","","","","","","image/jpeg","narv_willardJF_01_01_019_m.jpg","https://ark.colorado.edu/ark:/47540/ds8g2w799946","Boulder Area, COU:1730:04","","","","","","Catalog record for item series: https://archives.colorado.edu/repositories/2/archival_objects/100819","","","","","This Item is protected by copyright and/or related rights. However, for this Item, either (a) no rights-holder(s) have been identified or (b) one or more rights-holder(s) have been identified but none have been located. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.https://rightsstatements.org/page/InC-RUU/1.0/?language=en","","19","4882","narv_willardJF_01_01_019_m.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~14~14~19~156384"
"James F. Willard Collection","Woman and dog","Unidentified photographer","","","","photographs","http://vocab.getty.edu/aat/300046300","black-and-white prints (photographs)","http://vocab.getty.edu/aat/300128349","","","","","","","","","","","","","image/jpeg","narv_willardJF_01_01_020_m.jpg","https://ark.colorado.edu/ark:/47540/0r048c5276tx","Boulder Area, COU:1730:04","","","","","","Catalog record for item series: https://archives.colorado.edu/repositories/2/archival_objects/100819","","","","","This Item is protected by copyright and/or related rights. However, for this Item, either (a) no rights-holder(s) have been identified or (b) one or more rights-holder(s) have been identified but none have been located. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.https://rightsstatements.org/page/InC-RUU/1.0/?language=en","","20","4882","narv_willardJF_01_01_020_m.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~14~14~20~156383"
"James F. Willard Collection","Four children","Unidentified photographer","","","","photographs","http://vocab.getty.edu/aat/300046300","black-and-white prints (photographs)","http://vocab.getty.edu/aat/300128349","","","","","","","","","","","","","image/jpeg","narv_willardJF_01_01_021_m.jpg","https://ark.colorado.edu/ark:/47540/88637109q025","Boulder Area, COU:1730:04","","","","","","Catalog record for item series: https://archives.colorado.edu/repositories/2/archival_objects/100819","","","","","This Item is protected by copyright and/or related rights. However, for this Item, either (a) no rights-holder(s) have been identified or (b) one or more rights-holder(s) have been identified but none have been located. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.https://rightsstatements.org/page/InC-RUU/1.0/?language=en","","21","4882","narv_willardJF_01_01_021_m.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~14~14~21~156382"
"James F. Willard Collection","Man and woman in forested area","Unidentified photographer","","","","photographs","http://vocab.getty.edu/aat/300046300","black-and-white prints (photographs)","http://vocab.getty.edu/aat/300128349","","","","","","","","","","","","","image/jpeg","narv_willardJF_01_01_022_m.jpg","https://ark.colorado.edu/ark:/47540/wp1r6j86t89v","Boulder Area, COU:1730:04","","","","","","Catalog record for item series: https://archives.colorado.edu/repositories/2/archival_objects/100819","","","","","This Item is protected by copyright and/or related rights. However, for this Item, either (a) no rights-holder(s) have been identified or (b) one or more rights-holder(s) have been identified but none have been located. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.https://rightsstatements.org/page/InC-RUU/1.0/?language=en","","22","4882","narv_willardJF_01_01_022_m.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~14~14~22~156381"
"James F. Willard Collection","Five men and women in rocky wilderness area","Unidentified photographer","","","","photographs","http://vocab.getty.edu/aat/300046300","black-and-white prints (photographs)","http://vocab.getty.edu/aat/300128349","","","","","","","","","","","","","image/jpeg","narv_willardJF_01_01_023_m.jpg","https://ark.colorado.edu/ark:/47540/182j4g0671c3","Boulder Area, COU:1730:04","","","","","","Catalog record for item series: https://archives.colorado.edu/repositories/2/archival_objects/100819","","","","","This Item is protected by copyright and/or related rights. However, for this Item, either (a) no rights-holder(s) have been identified or (b) one or more rights-holder(s) have been identified but none have been located. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.https://rightsstatements.org/page/InC-RUU/1.0/?language=en","","23","4882","narv_willardJF_01_01_023_m.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~14~14~23~156380"
"James F. Willard Collection","Creek with trees and low vegetation, houses in background","Unidentified photographer","","","","photographs","http://vocab.getty.edu/aat/300046300","black-and-white prints (photographs)","http://vocab.getty.edu/aat/300128349","","","","","","","","","","","","","image/jpeg","narv_willardJF_01_01_024_m.jpg","https://ark.colorado.edu/ark:/47540/jb418d3974f1","Boulder Area, COU:1730:04","","","","","","Catalog record for item series: https://archives.colorado.edu/repositories/2/archival_objects/100819","","","","","This Item is protected by copyright and/or related rights. However, for this Item, either (a) no rights-holder(s) have been identified or (b) one or more rights-holder(s) have been identified but none have been located. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.https://rightsstatements.org/page/InC-RUU/1.0/?language=en","","24","4882","narv_willardJF_01_01_024_m.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~14~14~24~156379"
"James F. Willard Collection","Woman on fence with metal object on her head","Unidentified photographer","","","","photographs","http://vocab.getty.edu/aat/300046300","black-and-white prints (photographs)","http://vocab.getty.edu/aat/300128349","","","","","","","","","","","","","image/jpeg","narv_willardJF_01_01_025_m.jpg","https://ark.colorado.edu/ark:/47540/cb9b3w512365","Boulder Area, COU:1730:04","","","","","","Catalog record for item series: https://archives.colorado.edu/repositories/2/archival_objects/100819","","","","","This Item is protected by copyright and/or related rights. However, for this Item, either (a) no rights-holder(s) have been identified or (b) one or more rights-holder(s) have been identified but none have been located. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.https://rightsstatements.org/page/InC-RUU/1.0/?language=en","","25","4882","narv_willardJF_01_01_025_m.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~14~14~25~156378"
"James F. Willard Collection","Five women and men in rocky wilderness area","Unidentified photographer","","","","photographs","http://vocab.getty.edu/aat/300046300","black-and-white prints (photographs)","http://vocab.getty.edu/aat/300128349","","","","","","","","","","","","","image/jpeg","narv_willardJF_01_01_026_m.jpg","https://ark.colorado.edu/ark:/47540/2n286d25t3b8","Boulder Area, COU:1730:04","","","","","","Catalog record for item series: https://archives.colorado.edu/repositories/2/archival_objects/100819","","","","","This Item is protected by copyright and/or related rights. However, for this Item, either (a) no rights-holder(s) have been identified or (b) one or more rights-holder(s) have been identified but none have been located. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.https://rightsstatements.org/page/InC-RUU/1.0/?language=en","","26","4882","narv_willardJF_01_01_026_m.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~14~14~26~156377"
"James F. Willard Collection","Women and men in rocky wilderness area","Unidentified photographer","","","","photographs","http://vocab.getty.edu/aat/300046300","black-and-white prints (photographs)","http://vocab.getty.edu/aat/300128349","","","","","","","","","","","","","image/jpeg","narv_willardJF_01_01_027_m.jpg","https://ark.colorado.edu/ark:/47540/fq843q59934j","Boulder Area, COU:1730:04","","","","","","Catalog record for item series: https://archives.colorado.edu/repositories/2/archival_objects/100819","","","","","This Item is protected by copyright and/or related rights. However, for this Item, either (a) no rights-holder(s) have been identified or (b) one or more rights-holder(s) have been identified but none have been located. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.https://rightsstatements.org/page/InC-RUU/1.0/?language=en","","27","4882","narv_willardJF_01_01_027_m.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~14~14~27~156376"
"James F. Willard Collection","Woman sitting on ground","Unidentified photographer","","","","photographs","http://vocab.getty.edu/aat/300046300","black-and-white prints (photographs)","http://vocab.getty.edu/aat/300128349","","","","","","","","","","","","","image/jpeg","narv_willardJF_01_01_028_m.jpg","https://ark.colorado.edu/ark:/47540/rx46936771ww","Boulder Area, COU:1730:04","","","","","","Catalog record for item series: https://archives.colorado.edu/repositories/2/archival_objects/100819","","","","","This Item is protected by copyright and/or related rights. However, for this Item, either (a) no rights-holder(s) have been identified or (b) one or more rights-holder(s) have been identified but none have been located. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.https://rightsstatements.org/page/InC-RUU/1.0/?language=en","","28","4882","narv_willardJF_01_01_028_m.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~14~14~28~156375"
"James F. Willard Collection","Rocky outcropping and bare trees","Unidentified photographer","","","","photographs","http://vocab.getty.edu/aat/300046300","black-and-white prints (photographs)","http://vocab.getty.edu/aat/300128349","","","","","","","","","","","","","image/jpeg","narv_willardJF_01_01_029_m.jpg","https://ark.colorado.edu/ark:/47540/7x4k8w3944z3","Boulder Area, COU:1730:04","","","","","","Catalog record for item series: https://archives.colorado.edu/repositories/2/archival_objects/100819","","","","","This Item is protected by copyright and/or related rights. However, for this Item, either (a) no rights-holder(s) have been identified or (b) one or more rights-holder(s) have been identified but none have been located. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.https://rightsstatements.org/page/InC-RUU/1.0/?language=en","","29","4882","narv_willardJF_01_01_029_m.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~14~14~29~156374"
"James F. Willard Collection","Woman and child with dog, house in background","Unidentified photographer","","","","photographs","http://vocab.getty.edu/aat/300046300","black-and-white prints (photographs)","http://vocab.getty.edu/aat/300128349","","","","","","","","","","","","","image/jpeg","narv_willardJF_01_02_001_m.jpg","https://ark.colorado.edu/ark:/47540/0t6p0j8723k9","Children, COU:1730:04","","","","","","Catalog record for item series: https://archives.colorado.edu/repositories/2/archival_objects/100849","","","","","This Item is protected by copyright and/or related rights. However, for this Item, either (a) no rights-holder(s) have been identified or (b) one or more rights-holder(s) have been identified but none have been located. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.https://rightsstatements.org/page/InC-RUU/1.0/?language=en","","30","4882","narv_willardJF_01_02_001_m.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~14~14~30~156373"
"James F. Willard Collection","Child sitting on chair with kittens","Unidentified photographer","","","","photographs","http://vocab.getty.edu/aat/300046300","black-and-white prints (photographs)","http://vocab.getty.edu/aat/300128349","","","","","","","","","","","","","image/jpeg","narv_willardJF_01_02_002_m.jpg","https://ark.colorado.edu/ark:/47540/c43c5885t717","Children, COU:1730:04","","","","","","Catalog record for item series: https://archives.colorado.edu/repositories/2/archival_objects/100849","","","","","This Item is protected by copyright and/or related rights. However, for this Item, either (a) no rights-holder(s) have been identified or (b) one or more rights-holder(s) have been identified but none have been located. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.https://rightsstatements.org/page/InC-RUU/1.0/?language=en","","31","4882","narv_willardJF_01_02_002_m.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~14~14~31~156372"
"James F. Willard Collection","Six women","Unidentified photographer","","","","photographs","http://vocab.getty.edu/aat/300046300","black-and-white prints (photographs)","http://vocab.getty.edu/aat/300128349","","","","","","","","","","","","","image/jpeg","narv_willardJF_01_02_003_m.jpg","https://ark.colorado.edu/ark:/47540/589x9g97z0db","Children, COU:1730:04","","","","","","Catalog record for item series: https://archives.colorado.edu/repositories/2/archival_objects/100849","","","","","This Item is protected by copyright and/or related rights. However, for this Item, either (a) no rights-holder(s) have been identified or (b) one or more rights-holder(s) have been identified but none have been located. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.https://rightsstatements.org/page/InC-RUU/1.0/?language=en","","32","4882","narv_willardJF_01_02_003_m.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~14~14~32~156371"
"James F. Willard Collection","Child and dog in an outdoor setting","Unidentified photographer","","","","photographs","http://vocab.getty.edu/aat/300046300","black-and-white prints (photographs)","http://vocab.getty.edu/aat/300128349","","","","","","","","","","","","","image/jpeg","narv_willardJF_01_02_004_m.jpg","https://ark.colorado.edu/ark:/47540/gs5w9z21c025","Children, COU:1730:04","","","","","","Catalog record for item series: https://archives.colorado.edu/repositories/2/archival_objects/100849","","","","","This Item is protected by copyright and/or related rights. However, for this Item, either (a) no rights-holder(s) have been identified or (b) one or more rights-holder(s) have been identified but none have been located. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.https://rightsstatements.org/page/InC-RUU/1.0/?language=en","","33","4882","narv_willardJF_01_02_004_m.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~14~14~33~156370"
