"Collection Name","Title#1","Creator#1","CreatorLink#1","Creator#2","Date#1","Format#1","FormatLink#1","Format#2","FormatLink#2","Format#3","FormatLink#3","Description#1","Subject#1","SubjectLink#1","Subject#2","SubjectLink#2","Publisher#1","PublisherLink#1","Publisher#2","Contributor#1","ContributorLink#1","Type#1","Identifier#1","Identifier ARK#1","Source#1","SourceLink#1","Language#1","LanguageLink#1","Language#2","LanguageLink#2","RelationLink#1","Coverage#1","CoverageLink#1","Coverage#2","CoverageLink#2","Rights#1","RightsLink#1","ln_RECORDID","ln_RECORD_BATCHID","lnexp_MEDIAFILENAME","lnexp_PAGEURL"
"James F. Willard Collection","Unidentified girl and boy, Fort Smith, Arkansas studio","Cook & Bergeron, photographer","","","","photographs","http://vocab.getty.edu/aat/300046300","black-and-white prints (photographs)","http://vocab.getty.edu/aat/300128349","","","","Portrait photography","http://id.loc.gov/authorities/subjects/sh85101240","","","","","","","","image/jpeg","narv_willardJF_02_005_m.jpg","https://ark.colorado.edu/ark:/47540/rx4b416451hm","General photographs, COU:1730:04","","","","","","Catalog record for item series: https://archives.colorado.edu/repositories/2/archival_objects/101689","","","","","This Item is protected by copyright and/or related rights. However, for this Item, either (a) no rights-holder(s) have been identified or (b) one or more rights-holder(s) have been identified but none have been located. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.https://rightsstatements.org/page/InC-RUU/1.0/?language=en","","115","4882","narv_willardJF_02_005_m.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~14~14~115~156460"
"James F. Willard Collection","Unidentified girl and boy, Fort Smith, Arkansas studio","Cook & Bergeron, photographer","","","","photographs","http://vocab.getty.edu/aat/300046300","black-and-white prints (photographs)","http://vocab.getty.edu/aat/300128349","","","","Portrait photography","http://id.loc.gov/authorities/subjects/sh85101240","","","","","","","","image/jpeg","narv_willardJF_02_006_m.jpg","https://ark.colorado.edu/ark:/47540/cc0x4p61s2s4","General photographs, COU:1730:04","","","","","","Catalog record for item series: https://archives.colorado.edu/repositories/2/archival_objects/101689","","","","","This Item is protected by copyright and/or related rights. However, for this Item, either (a) no rights-holder(s) have been identified or (b) one or more rights-holder(s) have been identified but none have been located. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.https://rightsstatements.org/page/InC-RUU/1.0/?language=en","","116","4882","narv_willardJF_02_006_m.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~14~14~116~156459"
"James F. Willard Collection","Unidentified woman, Fort Smith, Arkansas studio","Unidentified photographer","","","","photographs","http://vocab.getty.edu/aat/300046300","black-and-white prints (photographs)","http://vocab.getty.edu/aat/300128349","","","","Portrait photography","http://id.loc.gov/authorities/subjects/sh85101240","","","","","","","","image/jpeg","narv_willardJF_02_007_m.jpg","https://ark.colorado.edu/ark:/47540/ts1c7c36932v","General photographs, COU:1730:04","","","","","","Catalog record for item series: https://archives.colorado.edu/repositories/2/archival_objects/101689","","","","","This Item is protected by copyright and/or related rights. However, for this Item, either (a) no rights-holder(s) have been identified or (b) one or more rights-holder(s) have been identified but none have been located. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.https://rightsstatements.org/page/InC-RUU/1.0/?language=en","","117","4882","narv_willardJF_02_007_m.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~14~14~117~156458"
"James F. Willard Collection","Unidentified woman, Kenosha, Wisconsin studio","La Marsh, photographer","","","","photographs","http://vocab.getty.edu/aat/300046300","black-and-white prints (photographs)","http://vocab.getty.edu/aat/300128349","","","","Portrait photography","http://id.loc.gov/authorities/subjects/sh85101240","","","","","","","","image/jpeg","narv_willardJF_02_008_m.jpg","https://ark.colorado.edu/ark:/47540/t91s9885q5c0","General photographs, COU:1730:04","","","","","","Catalog record for item series: https://archives.colorado.edu/repositories/2/archival_objects/101689","","","","","This Item is protected by copyright and/or related rights. However, for this Item, either (a) no rights-holder(s) have been identified or (b) one or more rights-holder(s) have been identified but none have been located. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.https://rightsstatements.org/page/InC-RUU/1.0/?language=en","","118","4882","narv_willardJF_02_008_m.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~14~14~118~156457"
"James F. Willard Collection","Unidentified couple with baby, Munich, Germany studio","Lützel, Gebrüder, photographer","","","","photographs","http://vocab.getty.edu/aat/300046300","black-and-white prints (photographs)","http://vocab.getty.edu/aat/300128349","","","","Portrait photography","http://id.loc.gov/authorities/subjects/sh85101240","","","","","","","","image/jpeg","narv_willardJF_02_009_m.jpg","https://ark.colorado.edu/ark:/47540/tq4f3v51t9wt","General photographs, COU:1730:04","","","","","","Catalog record for item series: https://archives.colorado.edu/repositories/2/archival_objects/101689","","","","","This Item is protected by copyright and/or related rights. However, for this Item, either (a) no rights-holder(s) have been identified or (b) one or more rights-holder(s) have been identified but none have been located. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.https://rightsstatements.org/page/InC-RUU/1.0/?language=en","","119","4882","narv_willardJF_02_009_m.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~14~14~119~156456"
"James F. Willard Collection","Unidentified man, St. Louis, Missouri studio","Genelli, photographer","","","","photographs","http://vocab.getty.edu/aat/300046300","black-and-white prints (photographs)","http://vocab.getty.edu/aat/300128349","","","","Portrait photography","http://id.loc.gov/authorities/subjects/sh85101240","","","","","","","","image/jpeg","narv_willardJF_02_010_m.jpg","https://ark.colorado.edu/ark:/47540/c25q9r85z1fv","General photographs, COU:1730:04","","","","","","Catalog record for item series: https://archives.colorado.edu/repositories/2/archival_objects/101689","","","","","This Item is protected by copyright and/or related rights. However, for this Item, either (a) no rights-holder(s) have been identified or (b) one or more rights-holder(s) have been identified but none have been located. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.https://rightsstatements.org/page/InC-RUU/1.0/?language=en","","120","4882","narv_willardJF_02_010_m.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~14~14~120~156455"
"James F. Willard Collection","Unidentified girl, Washington D.C. studio","Bell, C. M. (Charles Milton), approximately 1849-1893, photographer","http://id.loc.gov/authorities/names/n89600267","","","photographs","http://vocab.getty.edu/aat/300046300","black-and-white prints (photographs)","http://vocab.getty.edu/aat/300128349","","","","Portrait photography","http://id.loc.gov/authorities/subjects/sh85101240","","","","","","","","image/jpeg","narv_willardJF_02_011_m.jpg","https://ark.colorado.edu/ark:/47540/6n725r1703xj","General photographs, COU:1730:04","","","","","","Catalog record for item series: https://archives.colorado.edu/repositories/2/archival_objects/101689","","","","","This Item is protected by copyright and/or related rights. However, for this Item, either (a) no rights-holder(s) have been identified or (b) one or more rights-holder(s) have been identified but none have been located. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.https://rightsstatements.org/page/InC-RUU/1.0/?language=en","","121","4882","narv_willardJF_02_011_m.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~14~14~121~156454"
"James F. Willard Collection","Unidentified girl, Washington D.C. studio","Bell, C. M. (Charles Milton), approximately 1849-1893, photographer","http://id.loc.gov/authorities/names/n89600267","","","photographs","http://vocab.getty.edu/aat/300046300","black-and-white prints (photographs)","http://vocab.getty.edu/aat/300128349","","","","Portrait photography","http://id.loc.gov/authorities/subjects/sh85101240","","","","","","","","image/jpeg","narv_willardJF_02_012_m.jpg","https://ark.colorado.edu/ark:/47540/fh453j397721","General photographs, COU:1730:04","","","","","","Catalog record for item series: https://archives.colorado.edu/repositories/2/archival_objects/101689","","","","","This Item is protected by copyright and/or related rights. However, for this Item, either (a) no rights-holder(s) have been identified or (b) one or more rights-holder(s) have been identified but none have been located. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.https://rightsstatements.org/page/InC-RUU/1.0/?language=en","","122","4882","narv_willardJF_02_012_m.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~14~14~122~156453"
"James F. Willard Collection","Unidentified girl, Washington D.C. studio","Bell, C. M. (Charles Milton), approximately 1849-1893, photographer","http://id.loc.gov/authorities/names/n89600267","","","photographs","http://vocab.getty.edu/aat/300046300","black-and-white prints (photographs)","http://vocab.getty.edu/aat/300128349","","","","Portrait photography","http://id.loc.gov/authorities/subjects/sh85101240","","","","","","","","image/jpeg","narv_willardJF_02_013_m.jpg","https://ark.colorado.edu/ark:/47540/fj0h6f60n72m","General photographs, COU:1730:04","","","","","","Catalog record for item series: https://archives.colorado.edu/repositories/2/archival_objects/101689","","","","","This Item is protected by copyright and/or related rights. However, for this Item, either (a) no rights-holder(s) have been identified or (b) one or more rights-holder(s) have been identified but none have been located. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.https://rightsstatements.org/page/InC-RUU/1.0/?language=en","","123","4882","narv_willardJF_02_013_m.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~14~14~123~156452"
"James F. Willard Collection","Unidentified girl","Unidentified photographer","","","","photographs","http://vocab.getty.edu/aat/300046300","black-and-white prints (photographs)","http://vocab.getty.edu/aat/300128349","","","","Portrait photography","http://id.loc.gov/authorities/subjects/sh85101240","","","","","","","","image/jpeg","narv_willardJF_02_014_m.jpg","https://ark.colorado.edu/ark:/47540/j05g7655h4tr","General photographs, COU:1730:04","","","","","","Catalog record for item series: https://archives.colorado.edu/repositories/2/archival_objects/101689","","","","","This Item is protected by copyright and/or related rights. However, for this Item, either (a) no rights-holder(s) have been identified or (b) one or more rights-holder(s) have been identified but none have been located. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.https://rightsstatements.org/page/InC-RUU/1.0/?language=en","","124","4882","narv_willardJF_02_014_m.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~14~14~124~156451"
"James F. Willard Collection","Unidentified girl","Unidentified photographer","","","","photographs","http://vocab.getty.edu/aat/300046300","black-and-white prints (photographs)","http://vocab.getty.edu/aat/300128349","","","","Portrait photography","http://id.loc.gov/authorities/subjects/sh85101240","","","","","","","","image/jpeg","narv_willardJF_02_015_m.jpg","https://ark.colorado.edu/ark:/47540/wb8t2t48k90k","General photographs, COU:1730:04","","","","","","Catalog record for item series: https://archives.colorado.edu/repositories/2/archival_objects/101689","","","","","This Item is protected by copyright and/or related rights. However, for this Item, either (a) no rights-holder(s) have been identified or (b) one or more rights-holder(s) have been identified but none have been located. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.https://rightsstatements.org/page/InC-RUU/1.0/?language=en","","125","4882","narv_willardJF_02_015_m.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~14~14~125~156450"
"James F. Willard Collection","Unidentified girl","Unidentified photographer","","","","photographs","http://vocab.getty.edu/aat/300046300","black-and-white prints (photographs)","http://vocab.getty.edu/aat/300128349","","","","Portrait photography","http://id.loc.gov/authorities/subjects/sh85101240","","","","","","","","image/jpeg","narv_willardJF_02_016_m.jpg","https://ark.colorado.edu/ark:/47540/rw8w0575g2hc","General photographs, COU:1730:04","","","","","","Catalog record for item series: https://archives.colorado.edu/repositories/2/archival_objects/101689","","","","","This Item is protected by copyright and/or related rights. However, for this Item, either (a) no rights-holder(s) have been identified or (b) one or more rights-holder(s) have been identified but none have been located. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.https://rightsstatements.org/page/InC-RUU/1.0/?language=en","","126","4882","narv_willardJF_02_016_m.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~14~14~126~156449"
"James F. Willard Collection","Unidentified boy","Unidentified photographer","","","","photographs","http://vocab.getty.edu/aat/300046300","black-and-white prints (photographs)","http://vocab.getty.edu/aat/300128349","","","","Portrait photography","http://id.loc.gov/authorities/subjects/sh85101240","","","","","","","","image/jpeg","narv_willardJF_02_017_m.jpg","https://ark.colorado.edu/ark:/47540/78544t29f93n","General photographs, COU:1730:04","","","","","","Catalog record for item series: https://archives.colorado.edu/repositories/2/archival_objects/101689","","","","","This Item is protected by copyright and/or related rights. However, for this Item, either (a) no rights-holder(s) have been identified or (b) one or more rights-holder(s) have been identified but none have been located. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.https://rightsstatements.org/page/InC-RUU/1.0/?language=en","","127","4882","narv_willardJF_02_017_m.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~14~14~127~156448"
"James F. Willard Collection","Unidentified woman","Unidentified photographer","","","","photographs","http://vocab.getty.edu/aat/300046300","black-and-white prints (photographs)","http://vocab.getty.edu/aat/300128349","","","","Portrait photography","http://id.loc.gov/authorities/subjects/sh85101240","","","","","","","","image/jpeg","narv_willardJF_02_018_m.jpg","https://ark.colorado.edu/ark:/47540/5v750c95z3pj","General photographs, COU:1730:04","","","","","","Catalog record for item series: https://archives.colorado.edu/repositories/2/archival_objects/101689","","","","","This Item is protected by copyright and/or related rights. However, for this Item, either (a) no rights-holder(s) have been identified or (b) one or more rights-holder(s) have been identified but none have been located. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.https://rightsstatements.org/page/InC-RUU/1.0/?language=en","","128","4882","narv_willardJF_02_018_m.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~14~14~128~156447"
"James F. Willard Collection","Unidentified girl","Unidentified photographer","","","","photographs","http://vocab.getty.edu/aat/300046300","black-and-white prints (photographs)","http://vocab.getty.edu/aat/300128349","","","","Portrait photography","http://id.loc.gov/authorities/subjects/sh85101240","","","","","","","","image/jpeg","narv_willardJF_02_019_m.jpg","https://ark.colorado.edu/ark:/47540/zd3f700757f8","General photographs, COU:1730:04","","","","","","Catalog record for item series: https://archives.colorado.edu/repositories/2/archival_objects/101689","","","","","This Item is protected by copyright and/or related rights. However, for this Item, either (a) no rights-holder(s) have been identified or (b) one or more rights-holder(s) have been identified but none have been located. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.https://rightsstatements.org/page/InC-RUU/1.0/?language=en","","129","4882","narv_willardJF_02_019_m.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~14~14~129~156446"
"James F. Willard Collection","Unidentified woman","Unidentified photographer","","","","photographs","http://vocab.getty.edu/aat/300046300","black-and-white prints (photographs)","http://vocab.getty.edu/aat/300128349","","","","Portrait photography","http://id.loc.gov/authorities/subjects/sh85101240","","","","","","","","image/jpeg","narv_willardJF_02_020_m.jpg","https://ark.colorado.edu/ark:/47540/213f2125x0cr","General photographs, COU:1730:04","","","","","","Catalog record for item series: https://archives.colorado.edu/repositories/2/archival_objects/101689","","","","","This Item is protected by copyright and/or related rights. However, for this Item, either (a) no rights-holder(s) have been identified or (b) one or more rights-holder(s) have been identified but none have been located. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.https://rightsstatements.org/page/InC-RUU/1.0/?language=en","","130","4882","narv_willardJF_02_020_m.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~14~14~130~156445"
"James F. Willard Collection","Unidentified girls","Unidentified photographer","","","","photographs","http://vocab.getty.edu/aat/300046300","black-and-white prints (photographs)","http://vocab.getty.edu/aat/300128349","","","","Portrait photography","http://id.loc.gov/authorities/subjects/sh85101240","","","","","","","","image/jpeg","narv_willardJF_02_021_m.jpg","https://ark.colorado.edu/ark:/47540/424s1g99f9tp","General photographs, COU:1730:04","","","","","","Catalog record for item series: https://archives.colorado.edu/repositories/2/archival_objects/101689","","","","","This Item is protected by copyright and/or related rights. However, for this Item, either (a) no rights-holder(s) have been identified or (b) one or more rights-holder(s) have been identified but none have been located. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.https://rightsstatements.org/page/InC-RUU/1.0/?language=en","","131","4882","narv_willardJF_02_021_m.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~14~14~131~156444"
"James F. Willard Collection","Unidentified boys","Unidentified photographer","","","","photographs","http://vocab.getty.edu/aat/300046300","black-and-white prints (photographs)","http://vocab.getty.edu/aat/300128349","","","","Portrait photography","http://id.loc.gov/authorities/subjects/sh85101240","","","","","","","","image/jpeg","narv_willardJF_02_022_m.jpg","https://ark.colorado.edu/ark:/47540/1c5t9899w8rn","General photographs, COU:1730:04","","","","","","Catalog record for item series: https://archives.colorado.edu/repositories/2/archival_objects/101689","","","","","This Item is protected by copyright and/or related rights. However, for this Item, either (a) no rights-holder(s) have been identified or (b) one or more rights-holder(s) have been identified but none have been located. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.https://rightsstatements.org/page/InC-RUU/1.0/?language=en","","132","4882","narv_willardJF_02_022_m.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~14~14~132~156443"
"James F. Willard Collection","Unidentified boys","Aultman [?], photographer","","","","photographs","http://vocab.getty.edu/aat/300046300","black-and-white prints (photographs)","http://vocab.getty.edu/aat/300128349","","","","Portrait photography","http://id.loc.gov/authorities/subjects/sh85101240","","","","","","","","image/jpeg","narv_willardJF_02_023_m.jpg","https://ark.colorado.edu/ark:/47540/k4784d49p854","General photographs, COU:1730:04","","","","","","Catalog record for item series: https://archives.colorado.edu/repositories/2/archival_objects/101689","","","","","This Item is protected by copyright and/or related rights. However, for this Item, either (a) no rights-holder(s) have been identified or (b) one or more rights-holder(s) have been identified but none have been located. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.https://rightsstatements.org/page/InC-RUU/1.0/?language=en","","133","4882","narv_willardJF_02_023_m.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~14~14~133~156442"
"James F. Willard Collection","Unidentified boy","Unidentified photographer","","","","photographs","http://vocab.getty.edu/aat/300046300","black-and-white prints (photographs)","http://vocab.getty.edu/aat/300128349","","","","Portrait photography","http://id.loc.gov/authorities/subjects/sh85101240","","","","","","","","image/jpeg","narv_willardJF_02_024_m.jpg","https://ark.colorado.edu/ark:/47540/h5856m2778zb","General photographs, COU:1730:04","","","","","","Catalog record for item series: https://archives.colorado.edu/repositories/2/archival_objects/101689","","","","","This Item is protected by copyright and/or related rights. However, for this Item, either (a) no rights-holder(s) have been identified or (b) one or more rights-holder(s) have been identified but none have been located. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.https://rightsstatements.org/page/InC-RUU/1.0/?language=en","","134","4882","narv_willardJF_02_024_m.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~14~14~134~156441"
"James F. Willard Collection","Unidentified man and boy","Stoffel & Stoffel, photographer","","","","photographs","http://vocab.getty.edu/aat/300046300","black-and-white prints (photographs)","http://vocab.getty.edu/aat/300128349","","","","Portrait photography","http://id.loc.gov/authorities/subjects/sh85101240","","","","","","","","image/jpeg","narv_willardJF_02_025_m.jpg","https://ark.colorado.edu/ark:/47540/k5867754x2m2","General photographs, COU:1730:04","","","","","","Catalog record for item series: https://archives.colorado.edu/repositories/2/archival_objects/101689","","","","","This Item is protected by copyright and/or related rights. However, for this Item, either (a) no rights-holder(s) have been identified or (b) one or more rights-holder(s) have been identified but none have been located. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.https://rightsstatements.org/page/InC-RUU/1.0/?language=en","","135","4882","narv_willardJF_02_025_m.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~14~14~135~156440"
"James F. Willard Collection","Unidentified boy","Unidentified photographer","","","","photographs","http://vocab.getty.edu/aat/300046300","black-and-white prints (photographs)","http://vocab.getty.edu/aat/300128349","","","","Portrait photography","http://id.loc.gov/authorities/subjects/sh85101240","","","","","","","","image/jpeg","narv_willardJF_02_026_m.jpg","https://ark.colorado.edu/ark:/47540/x13s3v94m480","General photographs, COU:1730:04","","","","","","Catalog record for item series: https://archives.colorado.edu/repositories/2/archival_objects/101689","","","","","This Item is protected by copyright and/or related rights. However, for this Item, either (a) no rights-holder(s) have been identified or (b) one or more rights-holder(s) have been identified but none have been located. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.https://rightsstatements.org/page/InC-RUU/1.0/?language=en","","136","4882","narv_willardJF_02_026_m.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~14~14~136~156439"
"James F. Willard Collection","Unidentified man","Unidentified photographer","","","","photographs","http://vocab.getty.edu/aat/300046300","black-and-white prints (photographs)","http://vocab.getty.edu/aat/300128349","","","","","","","","","","","","","image/jpeg","narv_willardJF_02_027_m.jpg","https://ark.colorado.edu/ark:/47540/6j3r8v38d6fs","General photographs, COU:1730:04","","","","","","Catalog record for item series: https://archives.colorado.edu/repositories/2/archival_objects/101689","","","","","This Item is protected by copyright and/or related rights. However, for this Item, either (a) no rights-holder(s) have been identified or (b) one or more rights-holder(s) have been identified but none have been located. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.https://rightsstatements.org/page/InC-RUU/1.0/?language=en","","137","4882","narv_willardJF_02_027_m.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~14~14~137~156438"
"James F. Willard Collection","Unidentified woman","Unidentified photographer","","","","photographs","http://vocab.getty.edu/aat/300046300","black-and-white prints (photographs)","http://vocab.getty.edu/aat/300128349","","","","Portrait photography","http://id.loc.gov/authorities/subjects/sh85101240","","","","","","","","image/jpeg","narv_willardJF_02_028_m.jpg","https://ark.colorado.edu/ark:/47540/4j808357f6p6","General photographs, COU:1730:04","","","","","","Catalog record for item series: https://archives.colorado.edu/repositories/2/archival_objects/101689","","","","","This Item is protected by copyright and/or related rights. However, for this Item, either (a) no rights-holder(s) have been identified or (b) one or more rights-holder(s) have been identified but none have been located. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.https://rightsstatements.org/page/InC-RUU/1.0/?language=en","","138","4882","narv_willardJF_02_028_m.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~14~14~138~156437"
"James F. Willard Collection","Unidentified members of a wedding party, women","Unidentified photographer","","","","photographs","http://vocab.getty.edu/aat/300046300","black-and-white prints (photographs)","http://vocab.getty.edu/aat/300128349","","","","Portrait photography","http://id.loc.gov/authorities/subjects/sh85101240","","","","","","","","image/jpeg","narv_willardJF_02_029_m.jpg","https://ark.colorado.edu/ark:/47540/v0939202n11q","General photographs, COU:1730:04","","","","","","Catalog record for item series: https://archives.colorado.edu/repositories/2/archival_objects/101689","","","","","This Item is protected by copyright and/or related rights. However, for this Item, either (a) no rights-holder(s) have been identified or (b) one or more rights-holder(s) have been identified but none have been located. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.https://rightsstatements.org/page/InC-RUU/1.0/?language=en","","139","4882","narv_willardJF_02_029_m.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~14~14~139~156436"
"James F. Willard Collection","Lucy Smith, Bessie Scroggs, Anna Austin, Milicent Shulin","La Marsh, R., photographer","","","","photographs","http://vocab.getty.edu/aat/300046300","black-and-white prints (photographs)","http://vocab.getty.edu/aat/300128349","","","","Portrait photography","http://id.loc.gov/authorities/subjects/sh85101240","","","","","","","","image/jpeg","narv_willardJF_02_030_m.jpg","https://ark.colorado.edu/ark:/47540/3b3j8q5163q4","General photographs, COU:1730:04","","","","","","Catalog record for item series: https://archives.colorado.edu/repositories/2/archival_objects/101689","","","","","This Item is protected by copyright and/or related rights. However, for this Item, either (a) no rights-holder(s) have been identified or (b) one or more rights-holder(s) have been identified but none have been located. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.https://rightsstatements.org/page/InC-RUU/1.0/?language=en","","140","4882","narv_willardJF_02_030_back_m.jpg|narv_willardJF_02_030_m.jpg",""
"James F. Willard Collection","Women of 1888 Intermediate Class","Unidentified photographer","","","","photographs","http://vocab.getty.edu/aat/300046300","black-and-white prints (photographs)","http://vocab.getty.edu/aat/300128349","","","","","","","","","","","","","image/jpeg","narv_willardJF_02_031_m.jpg","https://ark.colorado.edu/ark:/47540/7c3g1j70f7mf","General photographs, COU:1730:04","","","","","","Catalog record for item series: https://archives.colorado.edu/repositories/2/archival_objects/101689","","","","","This Item is protected by copyright and/or related rights. However, for this Item, either (a) no rights-holder(s) have been identified or (b) one or more rights-holder(s) have been identified but none have been located. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.https://rightsstatements.org/page/InC-RUU/1.0/?language=en","","141","4882","narv_willardJF_02_031_m.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~14~14~141~156433"
"James F. Willard Collection","Unidentified women on pier","Unidentified photographer","","","","photographs","http://vocab.getty.edu/aat/300046300","black-and-white prints (photographs)","http://vocab.getty.edu/aat/300128349","","","","","","","","","","","","","image/jpeg","narv_willardJF_02_032_m.jpg","https://ark.colorado.edu/ark:/47540/jk608n89j33m","General photographs, COU:1730:04","","","","","","Catalog record for item series: https://archives.colorado.edu/repositories/2/archival_objects/101689","","","","","This Item is protected by copyright and/or related rights. However, for this Item, either (a) no rights-holder(s) have been identified or (b) one or more rights-holder(s) have been identified but none have been located. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.https://rightsstatements.org/page/InC-RUU/1.0/?language=en","","142","4882","narv_willardJF_02_032_m.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~14~14~142~156432"
"James F. Willard Collection","Unidentified women rowing","Unidentified photographer","","","","photographs","http://vocab.getty.edu/aat/300046300","black-and-white prints (photographs)","http://vocab.getty.edu/aat/300128349","","","","","","","","","","","","","image/jpeg","narv_willardJF_02_033_m.jpg","https://ark.colorado.edu/ark:/47540/61048r24m01n","General photographs, COU:1730:04","","","","","","Catalog record for item series: https://archives.colorado.edu/repositories/2/archival_objects/101689","","","","","This Item is protected by copyright and/or related rights. However, for this Item, either (a) no rights-holder(s) have been identified or (b) one or more rights-holder(s) have been identified but none have been located. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.https://rightsstatements.org/page/InC-RUU/1.0/?language=en","","143","4882","narv_willardJF_02_033_m.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~14~14~143~156431"
"James F. Willard Collection","Northern view of the Avenue of Fame, G.A.R. [?], reunion in Philadelphia, September 5-9, 1899","Unidentified photographer","","","","photographs","http://vocab.getty.edu/aat/300046300","black-and-white prints (photographs)","http://vocab.getty.edu/aat/300128349","","","","","","","","","","","","","image/jpeg","narv_willardJF_02_034_m.jpg","https://ark.colorado.edu/ark:/47540/m43b4z80v7sg","General photographs, COU:1730:04","","","","","","Catalog record for item series: https://archives.colorado.edu/repositories/2/archival_objects/101689","Philadelphia (Pa.)","http://id.loc.gov/authorities/names/n78095520","","","This Item is protected by copyright and/or related rights. However, for this Item, either (a) no rights-holder(s) have been identified or (b) one or more rights-holder(s) have been identified but none have been located. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.https://rightsstatements.org/page/InC-RUU/1.0/?language=en","","144","4882","narv_willardJF_02_034_m.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~14~14~144~156430"
"James F. Willard Collection","Southern view of the Avenue of Fame, G.A.R. [?], reunion in Philadelphia, September 5-9, 1899","Unidentified photographer","","","","photographs","http://vocab.getty.edu/aat/300046300","black-and-white prints (photographs)","http://vocab.getty.edu/aat/300128349","","","","","","","","","","","","","image/jpeg","narv_willardJF_02_035_m.jpg","https://ark.colorado.edu/ark:/47540/bt862622x170","General photographs, COU:1730:04","","","","","","Catalog record for item series: https://archives.colorado.edu/repositories/2/archival_objects/101689","Philadelphia (Pa.)","http://id.loc.gov/authorities/names/n78095520","","","This Item is protected by copyright and/or related rights. However, for this Item, either (a) no rights-holder(s) have been identified or (b) one or more rights-holder(s) have been identified but none have been located. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use.https://rightsstatements.org/page/InC-RUU/1.0/?language=en","","145","4882","narv_willardJF_02_035_m.jpg","https://cudl.colorado.edu//luna/servlet/detail/CUB~14~14~145~156429"
